vendor,product,version,location,cve_number,severity,score,source,cvss_version,cvss_vector,paths,remarks,comments
unknown,brace-expansion,1.1.13,NotFound,CVE-2026-25547,HIGH,7.5,GAD,3,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,,NewFound,
unknown,brace-expansion,1.1.13,NotFound,GHSA-7h2j-956f-4vf2,HIGH,8.6,GAD,3,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:C/C:N/I:N/A:H,,NewFound,
unknown,brace-expansion,2.0.2,NotFound,CVE-2026-25547,HIGH,7.5,GAD,3,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,,NewFound,
unknown,brace-expansion,2.0.2,NotFound,GHSA-7h2j-956f-4vf2,HIGH,8.6,GAD,3,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:C/C:N/I:N/A:H,,NewFound,
unknown,brace-expansion,2.0.3,NotFound,CVE-2026-25547,HIGH,7.5,GAD,3,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,,NewFound,
unknown,brace-expansion,2.0.3,NotFound,GHSA-7h2j-956f-4vf2,HIGH,8.6,GAD,3,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:C/C:N/I:N/A:H,,NewFound,
backupbliss,clone,2.1.2,NotFound,CVE-2023-0958,MEDIUM,6.5,NVD,3,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:N/I:H/A:N,,NewFound,
backupbliss,clone,2.1.2,NotFound,CVE-2023-3977,MEDIUM,4.3,NVD,3,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:N/I:L/A:N,,NewFound,
backupbliss,clone,2.1.2,NotFound,CVE-2023-6750,HIGH,7.5,NVD,3,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,,NewFound,
backupbliss,clone,2.1.2,NotFound,CVE-2024-43297,HIGH,8.8,NVD,3,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,,NewFound,
backupbliss,clone,2.1.2,NotFound,CVE-2024-43298,HIGH,8.8,NVD,3,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,,NewFound,
unknown,console,0.15.11,NotFound,CVE-2009-0039,MEDIUM,6.8,GAD,2,AV:N/AC:M/Au:N/C:P/I:P/A:P,,NewFound,
unknown,console,0.15.11,NotFound,CVE-2021-28161,MEDIUM,6.1,NVD,3,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N,,NewFound,
