vendor,product,version,location,cve_number,severity,score,source,cvss_version,cvss_vector,paths,remarks,comments
sirv,sirv,2.0.4,NotFound,CVE-2024-8480,HIGH,8.8,NVD,3,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,,NewFound,
sirv,sirv,2.0.4,NotFound,CVE-2025-46233,MEDIUM,5.4,NVD,3,CVSS:3.1/AV:N/AC:L/PR:L/UI:R/S:C/C:L/I:L/A:N,,NewFound,
unknown,websocket-extensions,0.1.4,NotFound,CVE-2020-7663,HIGH,7.5,NVD,3,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,,NewFound,
websocket-extensions_project,websocket-extensions,0.1.4,NotFound,CVE-2020-7663,HIGH,7.5,NVD,3,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,,NewFound,
unknown,ryu,1.0.23,NotFound,CVE-2020-35139,HIGH,7.5,NVD,3,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,,NewFound,
unknown,ryu,1.0.23,NotFound,CVE-2020-35141,HIGH,7.5,NVD,3,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,,NewFound,
unknown,ryu,1.0.23,NotFound,CVE-2024-28732,UNKNOWN,unknown,NVD,unknown,unknown,,NewFound,
unknown,ryu,1.0.23,NotFound,CVE-2024-34483,UNKNOWN,unknown,NVD,unknown,unknown,,NewFound,
unknown,ryu,1.0.23,NotFound,CVE-2024-34484,UNKNOWN,unknown,NVD,unknown,unknown,,NewFound,
unknown,ryu,1.0.23,NotFound,CVE-2024-34486,UNKNOWN,unknown,NVD,unknown,unknown,,NewFound,
unknown,ryu,1.0.23,NotFound,CVE-2024-34487,UNKNOWN,unknown,NVD,unknown,unknown,,NewFound,
unknown,ryu,1.0.23,NotFound,CVE-2024-34488,UNKNOWN,unknown,NVD,unknown,unknown,,NewFound,
unknown,ryu,1.0.23,NotFound,CVE-2024-34489,UNKNOWN,unknown,NVD,unknown,unknown,,NewFound,
unknown,tar,0.4.45,/usr/bin/tar,CVE-2015-8860,HIGH,7.5,GAD,3,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:H/A:N,,NewFound,
unknown,tar,0.4.45,/usr/bin/tar,CVE-2018-20834,HIGH,7.5,NVD,3,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:H/A:N,,NewFound,
unknown,tar,0.4.45,/usr/bin/tar,CVE-2021-32803,HIGH,8.1,NVD,3,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:N/I:H/A:H,,NewFound,
unknown,tar,0.4.45,/usr/bin/tar,CVE-2021-32804,HIGH,8.1,NVD,3,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:N/I:H/A:H,,NewFound,
unknown,tar,0.4.45,/usr/bin/tar,CVE-2021-37701,HIGH,8.6,NVD,3,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:C/C:H/I:H/A:H,,NewFound,
unknown,tar,0.4.45,/usr/bin/tar,CVE-2021-37712,HIGH,8.6,NVD,3,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:C/C:H/I:H/A:H,,NewFound,
