vendor,product,version,location,cve_number,severity,score,source,cvss_version,cvss_vector,paths,remarks,comments
unknown,vite,5.0.12,NotFound,CVE-2024-45811,UNKNOWN,unknown,NVD,unknown,unknown,,NewFound,
unknown,vite,5.0.12,NotFound,CVE-2024-45812,UNKNOWN,unknown,NVD,unknown,unknown,,NewFound,
unknown,vite,5.0.12,NotFound,CVE-2025-24010,MEDIUM,6.5,GAD,3,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:N/A:N,,NewFound,
unknown,vite,5.0.12,NotFound,CVE-2025-30208,MEDIUM,5.3,GAD,3,CVSS:3.1/AV:N/AC:H/PR:N/UI:R/S:U/C:H/I:N/A:N,,NewFound,
unknown,vite,5.0.12,NotFound,CVE-2025-31125,MEDIUM,5.3,GAD,3,CVSS:3.1/AV:N/AC:H/PR:N/UI:R/S:U/C:H/I:N/A:N,,NewFound,
unknown,vite,5.0.12,NotFound,CVE-2025-31486,MEDIUM,5.3,GAD,3,CVSS:3.1/AV:N/AC:H/PR:N/UI:R/S:U/C:H/I:N/A:N,,NewFound,
unknown,vite,5.0.12,NotFound,CVE-2025-32395,MEDIUM,6.5,GAD,3,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:N/A:N,,NewFound,
unknown,vite,5.0.12,NotFound,CVE-2025-46565,MEDIUM,5.3,GAD,3,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:N/A:N,,NewFound,
unknown,vite,5.0.12,NotFound,CVE-2025-58751,MEDIUM,5.3,GAD,3,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:N/A:N,,NewFound,
unknown,vite,5.0.12,NotFound,CVE-2025-58752,MEDIUM,5.3,GAD,3,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:N/A:N,,NewFound,
unknown,vite,5.0.12,NotFound,CVE-2025-62522,MEDIUM,6.5,GAD,3,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:N/A:N,,NewFound,
