cve,package,version,severity,kev,kev_date_added,epss,epss_percentile,exploitdb,exploitdb_ids,commit_links,patch_links,fix_commits,repo_urls,ghsa_ids,introduced_versions,fixed_versions,cvss_base,cvss_vector,cvss_version
CVE-2025-5889,brace-expansion,1.1.11,Low,False,,0.00092,0.25589,no,,,,,,,,c85b8ad3f53d1eb65f4996a495cae61949855f7c,,,
CVE-2025-64718,js-yaml,3.14.1,Medium,False,,0.00034,0.09892,no,,https://github.com/nodeca/js-yaml/commit/383665ff4248ec2192d1274e934462bb30426879 | https://github.com/nodeca/js-yaml/commit/5278870a17454fe8621dbd8c445c412529525266,,https://github.com/nodeca/js-yaml/commit/383665ff4248ec2192d1274e934462bb30426879 | https://github.com/nodeca/js-yaml/commit/5278870a17454fe8621dbd8c445c412529525266,,GHSA-mh29-5h37-fv8m,ee74ce4b4800282b2f23b776be7dc95dfe34db1c,cc482e775913e6625137572a3712d2826170e53a | 9963d366dfbde0c69722452bcd40b41e7e4160a0,,,
CVE-2025-69873,ajv,6.12.6,Medium,False,,0.00015,0.0304,no,,https://github.com/ajv-validator/ajv/pull/2588 | https://github.com/ajv-validator/ajv/pull/2590 | https://github.com/github/advisory-database/pull/6991,,https://github.com/ajv-validator/ajv/pull/2588 | https://github.com/ajv-validator/ajv/pull/2590 | https://github.com/github/advisory-database/pull/6991,,GHSA-2g4f-4pwh-qvx6,,142ce84b807c4fe66e619c22480a28d0e4bd50fa | e3af0a723b4b7ad86eff43be355c706d31e0e915,,,
CVE-2026-24001,diff,5.2.0,Low,False,,0.0002,0.05431,no,,https://github.com/kpdecker/jsdiff/commit/15a1585230748c8ae6f8274c202e0c87309142f5 | https://github.com/kpdecker/jsdiff/pull/649,,https://github.com/kpdecker/jsdiff/commit/15a1585230748c8ae6f8274c202e0c87309142f5 | https://github.com/kpdecker/jsdiff/pull/649,,,e80648d06dd3dd967622dc418bcad821b003ed4a | d358a573dc38fb89dd5ee296805e29f75c932a58 | 84d12ca26ae06631ac70151d75b919d78638c060,13576bfbcc444ce48f71cfd1e08529bd13962411 | b7b6339dea15baa636bebe7092ec1cbabf001dea | f06f3e4cacad5955caf891a8a02c5bb1c954bcb5 | e8bb42240c6adbbcdad7754f37b094081c9e7112,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,3.1
CVE-2026-27606,rollup,4.37.0,High,False,,0.00381,0.5954,no,,https://github.com/rollup/rollup/commit/c60770d7aaf750e512c1b2774989ea4596e660b2 | https://github.com/rollup/rollup/commit/c8cf1f9c48c516285758c1e11f08a54f304fd44e | https://github.com/rollup/rollup/commit/d6dee5e99bb82aac0bee1df4ab9efbde455452c3,,https://github.com/rollup/rollup/commit/c60770d7aaf750e512c1b2774989ea4596e660b2 | https://github.com/rollup/rollup/commit/c8cf1f9c48c516285758c1e11f08a54f304fd44e | https://github.com/rollup/rollup/commit/d6dee5e99bb82aac0bee1df4ab9efbde455452c3,,,d1a825a74af094260d76e01a3c1a8633bf2139a2 | 2f261358c62b4f9e62cb86bf99de8d4ff3668994,d17ae15336a45c3c59b2a4aacac2b14186035d28 | d91d5e11becc2f16d3a493231fb5bf48f74758a9 | ae846957f109690a866cc3e4c073613c338d3476,9.8,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,3.1
CVE-2026-29063,immutable,5.1.1,High,False,,0.00205,0.42467,no,,,,,,,,c4074256bf48ab372fdad2b3d47db89306a5211e | 485cbe0edf3ca7bb4b9c4a80ac55ba937a291da0 | b37b85568632227751ddc8a16034cacc0f42b652,9.8,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,3.1
CVE-2026-33750,brace-expansion,1.1.11,Medium,False,,0.00024,0.06638,no,,https://github.com/juliangruber/brace-expansion/commit/311ac0d54994158c0a384e286a7d6cbb17ee8ed5 | https://github.com/juliangruber/brace-expansion/commit/7fd684f89fdde3549563d0a6522226a9189472a2 | https://github.com/juliangruber/brace-expansion/commit/b9cacd9e55e7a1fa588fe4b7bb1159d52f1d902a | https://github.com/juliangruber/brace-expansion/pull/95 | https://github.com/juliangruber/brace-expansion/pull/96 | https://github.com/juliangruber/brace-expansion/pull/97,,https://github.com/juliangruber/brace-expansion/commit/311ac0d54994158c0a384e286a7d6cbb17ee8ed5 | https://github.com/juliangruber/brace-expansion/commit/7fd684f89fdde3549563d0a6522226a9189472a2 | https://github.com/juliangruber/brace-expansion/commit/b9cacd9e55e7a1fa588fe4b7bb1159d52f1d902a | https://github.com/juliangruber/brace-expansion/pull/95 | https://github.com/juliangruber/brace-expansion/pull/96 | https://github.com/juliangruber/brace-expansion/pull/97,,,6a39bdddcf944374b475d99b0e8292d3727c7ebe | b01a637b0578a7c59acc7d8386f11f8d0710b512 | 0b6a022491103b806770bc037654744bef3e63be,87939017c6cb6be56b98c6fa2059b073315cd534 | 67ff947eb70ec5d57961f9e09b205487498fc4ed | 73b5459d2ab973c984d01324769d306f66440c7e | 6c353caf23beb9644f858eb3fe38d43a68b82898,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,3.1
CVE-2026-33769,astro,5.15.9,Low,False,,0.00031,0.08872,no,,,,,,,5c190d06f1cec6a4ecd2a1fbfc77c498c91b9d2c,434d9cc7eed62e6324bd922865f5c29136f3474c,5.3,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:N/A:N,3.1
CVE-2026-39363,vite,6.4.1,High,False,,0.02326,0.84881,no,,,,,,,,,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,3.1
CVE-2026-39365,vite,6.4.1,Medium,False,,0.01151,0.78591,no,,,,,,,,,5.3,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:N/A:N,3.1
CVE-2026-41067,astro,5.15.9,Medium,False,,0.00036,0.10528,no,,,,,,,,,,,
CVE-2026-41305,postcss,8.5.3,Medium,False,,0.00031,0.09044,no,,,,,,,,,,,
